pruid,prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
24,Quebec,Québec,2020-12-12,50,2020,1,156984,12237,1805.31,7100,236,81.65,140.73,2.71,23098,462,265.63,5.31,1748.14,20.1,33.71,0.39
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-12-12,50,2020,1,358,11,68.06,4,0,0.76,2.09,0,25,0,4.75,0,1.57,0.3,0,0
13,New Brunswick,Nouveau-Brunswick,2020-12-12,50,2020,1,555,25,68.34,8,1,0.99,3.08,0.12,74,1,9.11,0.12,3.57,0.44,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2020-12-12,50,2020,1,1407,52,137.98,65,0,6.37,5.1,0,136,0,13.34,0,7.39,0.72,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-12-12,50,2020,1,87,8,50.97,0,0,0,4.69,0,16,0,9.37,0,1.14,0.67,0,0
60,Yukon,Yukon,2020-12-12,50,2020,1,58,6,132.45,1,0,2.28,13.7,0,14,0,31.97,0,0.9,2.07,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-12-12,50,2020,1,19,4,41.66,0,0,0,8.77,0,4,0,8.77,0,0.61,1.34,0,0
62,Nunavut,Nunavut,2020-12-12,50,2020,1,242,38,597.15,0,0,0,93.77,0,76,0,187.53,0,5.43,13.4,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-12-12,50,2020,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2020-12-12,50,2020,,455711,46168,1170.59,13241,816,34.01,118.59,2.1,91282,1511,234.48,3.88,6595.43,16.94,116.57,0.3
59,British Columbia,Colombie-Britannique,2020-12-19,51,2020,1,46052,4557,865.75,752,126,14.14,85.67,2.37,9273,242,174.33,4.55,651,12.24,18,0.34
48,Alberta,Alberta,2020-12-19,51,2020,1,90008,10223,1981.2,961,149,21.15,225.02,3.28,21883,281,481.67,6.19,1460.43,32.15,21.29,0.47
47,Saskatchewan,Saskatchewan,2020-12-19,51,2020,1,13327,1580,1115.41,115,29,9.63,132.24,2.43,3598,60,301.14,5.02,225.71,18.89,4.14,0.35
46,Manitoba,Manitoba,2020-12-19,51,2020,1,22630,1880,1605.85,556,73,39.45,133.41,5.18,4207,175,298.53,12.42,268.57,19.06,10.43,0.74
35,Ontario,Ontario,2020-12-19,51,2020,1,157878,15667,1044.9,4293,237,28.41,103.69,1.57,28733,435,190.17,2.88,2238.14,14.81,33.86,0.22
24,Quebec,Québec,2020-12-19,51,2020,1,170938,13954,1965.79,7348,248,84.5,160.47,2.85,26191,484,301.2,5.57,1993.43,22.92,35.43,0.41
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-12-19,51,2020,1,380,22,72.25,4,0,0.76,4.18,0,33,0,6.27,0,3.14,0.6,0,0
13,New Brunswick,Nouveau-Brunswick,2020-12-19,51,2020,1,574,19,70.68,8,0,0.99,2.34,0,44,1,5.42,0.12,2.71,0.33,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-12-19,51,2020,1,1439,32,141.12,65,0,6.37,3.14,0,84,0,8.24,0,4.55,0.45,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-12-19,51,2020,1,90,3,52.73,0,0,0,1.76,0,11,0,6.44,0,0.47,0.27,0,0
60,Yukon,Yukon,2020-12-19,51,2020,1,59,1,134.74,1,0,2.28,2.28,0,7,0,15.99,0,0.1,0.22,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-12-19,51,2020,1,23,4,50.43,0,0,0,8.77,0,8,0,17.54,0,0.55,1.21,0,0
62,Nunavut,Nunavut,2020-12-19,51,2020,1,260,19,641.56,1,1,2.47,46.88,2.47,57,1,140.65,2.47,2.65,6.55,0.08,0.2
99,Repatriated travellers,Voyageurs rapatriés,2020-12-19,51,2020,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2020-12-19,51,2020,,503671,47961,1293.79,14104,863,36.23,123.2,2.22,94129,1679,241.79,4.31,6851.57,17.6,123.29,0.32
59,British Columbia,Colombie-Britannique,2020-12-26,52,2020,1,49568,3516,931.85,847,95,15.92,66.1,1.79,8073,221,151.77,4.15,502.29,9.44,13.57,0.26
48,Alberta,Alberta,2020-12-26,52,2020,1,97407,7399,2144.06,1116,155,24.56,162.86,3.41,17622,304,387.88,6.69,1057,23.27,22.14,0.49
47,Saskatchewan,Saskatchewan,2020-12-26,52,2020,1,14615,1288,1223.21,134,19,11.22,107.8,1.59,2868,48,240.04,4.02,184,15.4,2.71,0.23
46,Manitoba,Manitoba,2020-12-26,52,2020,1,23624,994,1676.38,617,61,43.78,70.54,4.33,2874,134,203.94,9.51,142,10.08,8.71,0.62
35,Ontario,Ontario,2020-12-26,52,2020,1,173501,15623,1148.3,4578,285,30.3,103.4,1.89,31290,522,207.09,3.45,2231.86,14.77,40.71,0.27
24,Quebec,Québec,2020-12-26,52,2020,1,186323,15385,2142.71,7662,314,88.11,176.93,3.61,29339,562,337.4,6.46,2197.86,25.28,44.86,0.52
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-12-26,52,2020,1,384,4,73.01,4,0,0.76,0.76,0,26,0,4.94,0,0.57,0.11,0,0
13,New Brunswick,Nouveau-Brunswick,2020-12-26,52,2020,1,590,16,72.65,8,0,0.99,1.97,0,35,0,4.31,0,2.29,0.28,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-12-26,52,2020,1,1469,30,144.06,65,0,6.37,2.94,0,62,0,6.08,0,4.27,0.42,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-12-26,52,2020,1,94,4,55.07,0,0,0,2.34,0,7,0,4.1,0,0.53,0.31,0,0
60,Yukon,Yukon,2020-12-26,52,2020,1,60,1,137.02,1,0,2.28,2.28,0,2,0,4.57,0,0.14,0.33,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-12-26,52,2020,1,24,1,52.63,0,0,0,2.19,0,5,0,10.96,0,0.12,0.27,0,0
62,Nunavut,Nunavut,2020-12-26,52,2020,1,264,4,651.43,1,0,2.47,9.87,0,23,1,56.75,2.47,0.57,1.41,0.06,0.15
99,Repatriated travellers,Voyageurs rapatriés,2020-12-26,52,2020,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2020-12-26,52,2020,,547936,44265,1407.49,15033,929,38.62,113.7,2.39,92226,1792,236.9,4.6,6323.57,16.24,132.71,0.34
59,British Columbia,Colombie-Britannique,2021-01-02,53,2020,1,53162,3594,999.41,901,54,16.94,67.56,1.02,7110,149,133.66,2.8,513.43,9.65,7.71,0.15
48,Alberta,Alberta,2021-01-02,53,2020,1,104633,7226,2303.11,1267,151,27.89,159.05,3.32,14625,306,321.92,6.74,1032.29,22.72,21.57,0.47
47,Saskatchewan,Saskatchewan,2021-01-02,53,2020,1,15844,1229,1326.08,158,24,13.22,102.86,2.01,2517,43,210.66,3.6,175.57,14.69,3.43,0.29
46,Manitoba,Manitoba,2021-01-02,53,2020,1,25026,1402,1775.87,678,61,48.11,99.49,4.33,2396,122,170.02,8.66,200.29,14.21,8.71,0.62
35,Ontario,Ontario,2021-01-02,53,2020,1,193960,20459,1283.7,4905,327,32.46,135.41,2.16,36082,612,238.8,4.05,2922.71,19.34,46.71,0.31
24,Quebec,Québec,2021-01-02,53,2020,1,204101,17778,2347.16,7966,304,91.61,204.45,3.5,33163,618,381.37,7.11,2539.71,29.21,43.43,0.5
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-02,53,2020,1,390,6,74.15,4,0,0.76,1.14,0,10,0,1.9,0,0.86,0.16,0,0
13,New Brunswick,Nouveau-Brunswick,2021-01-02,53,2020,1,611,21,75.24,9,1,1.11,2.59,0.12,37,1,4.56,0.12,3,0.37,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2021-01-02,53,2020,1,1497,28,146.8,65,0,6.37,2.75,0,58,0,5.69,0,4.02,0.39,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-02,53,2020,1,97,3,56.83,0,0,0,1.76,0,7,0,4.1,0,0.39,0.23,0,0
60,Yukon,Yukon,2021-01-02,53,2020,1,64,4,146.16,1,0,2.28,9.13,0,5,0,11.42,0,0.62,1.41,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-02,53,2020,1,24,0,52.63,0,0,0,0,0,1,0,2.19,0,0,0,0,0
62,Nunavut,Nunavut,2021-01-02,53,2020,1,266,2,656.37,1,0,2.47,4.94,0,6,0,14.81,0,0.24,0.6,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-01-02,53,2020,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-01-02,53,2020,,599688,51752,1540.43,15955,922,40.98,132.94,2.37,96017,1851,246.64,4.75,7393.14,18.99,131.71,0.34
59,British Columbia,Colombie-Britannique,2021-01-09,1,2021,1,57170,4008,1074.76,999,98,18.78,75.35,1.84,7602,152,142.91,2.86,572.57,10.76,14,0.26
48,Alberta,Alberta,2021-01-09,1,2021,1,111729,7096,2459.31,1426,159,31.39,156.19,3.5,14322,310,315.25,6.82,1013.71,22.31,22.71,0.5
47,Saskatchewan,Saskatchewan,2021-01-09,1,2021,1,17807,1963,1490.37,191,33,15.99,164.29,2.76,3192,57,267.16,4.77,280.43,23.47,4.71,0.39
46,Manitoba,Manitoba,2021-01-09,1,2021,1,26166,1140,1856.77,733,55,52.01,80.9,3.9,2542,116,180.38,8.23,162.86,11.56,7.86,0.56
35,Ontario,Ontario,2021-01-09,1,2021,1,218835,24875,1448.34,5276,371,34.92,164.63,2.46,45334,698,300.04,4.62,3553.57,23.52,53,0.35
24,Quebec,Québec,2021-01-09,1,2021,1,221559,17458,2547.93,8315,349,95.62,200.77,4.01,35236,653,405.21,7.51,2494,28.68,49.86,0.57
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-09,1,2021,1,392,2,74.53,4,0,0.76,0.38,0,8,0,1.52,0,0.29,0.05,0,0
13,New Brunswick,Nouveau-Brunswick,2021-01-09,1,2021,1,765,154,94.2,9,0,1.11,18.96,0,175,1,21.55,0.12,22,2.71,0,0
12,Nova Scotia,Nouvelle-Écosse,2021-01-09,1,2021,1,1525,28,149.55,65,0,6.37,2.75,0,56,0,5.49,0,3.96,0.39,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-09,1,2021,1,100,4,58.59,0,0,0,2.34,0,7,0,4.1,0,0.55,0.32,0,0
60,Yukon,Yukon,2021-01-09,1,2021,1,70,6,159.86,1,0,2.28,13.7,0,10,0,22.84,0,0.81,1.85,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-09,1,2021,1,24,0,52.63,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2021-01-09,1,2021,1,266,0,656.37,1,0,2.47,0,0,2,0,4.94,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-01-09,1,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-01-09,1,2021,,656421,56734,1686.16,17020,1065,43.72,145.73,2.74,108486,1987,278.67,5.1,8104.86,20.82,152.14,0.39
59,British Columbia,Colombie-Britannique,2021-01-16,2,2021,1,60701,3531,1141.14,1064,65,20,66.38,1.22,7539,163,141.73,3.06,504.43,9.48,9.29,0.17
48,Alberta,Alberta,2021-01-16,2,2021,1,117088,5359,2577.26,1557,131,34.27,117.96,2.88,12455,290,274.15,6.38,765.57,16.85,18.71,0.41
47,Saskatchewan,Saskatchewan,2021-01-16,2,2021,1,19985,2178,1672.66,212,21,17.74,182.29,1.76,4141,54,346.58,4.52,311.14,26.04,3,0.25
46,Manitoba,Manitoba,2021-01-16,2,2021,1,27322,1156,1938.8,761,28,54,82.03,1.99,2296,83,162.93,5.89,165.14,11.72,4,0.28
35,Ontario,Ontario,2021-01-16,2,2021,1,240220,21385,1589.87,5644,368,37.35,141.53,2.44,46260,739,306.17,4.89,3055,20.22,52.57,0.35
24,Quebec,Québec,2021-01-16,2,2021,1,235620,14061,2709.63,8682,367,99.84,161.7,4.22,31519,716,362.47,8.23,2008.71,23.1,52.43,0.6
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-16,2,2021,1,395,3,75.1,4,0,0.76,0.57,0,5,0,0.95,0,0.43,0.08,0,0
13,New Brunswick,Nouveau-Brunswick,2021-01-16,2,2021,1,911,146,112.18,12,3,1.48,17.98,0.37,300,3,36.94,0.37,20.86,2.57,0.43,0.05
12,Nova Scotia,Nouvelle-Écosse,2021-01-16,2,2021,1,1550,25,152,65,0,6.37,2.45,0,53,0,5.2,0,3.59,0.35,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-16,2,2021,1,107,7,62.69,0,0,0,4.1,0,11,0,6.44,0,0.94,0.55,0,0
60,Yukon,Yukon,2021-01-16,2,2021,1,70,0,159.86,1,0,2.28,0,0,6,0,13.7,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-16,2,2021,1,27,3,59.2,0,0,0,6.58,0,3,0,6.58,0,0.41,0.89,0,0
62,Nunavut,Nunavut,2021-01-16,2,2021,1,266,0,656.37,1,0,2.47,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-01-16,2,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-01-16,2,2021,,704275,47854,1809.08,18003,983,46.24,122.92,2.53,104588,2048,268.66,5.26,6836.29,17.56,140.43,0.36
59,British Columbia,Colombie-Britannique,2021-01-23,3,2021,1,64011,3310,1203.37,1128,64,21.21,62.23,1.2,6841,129,128.61,2.43,472.86,8.89,9.14,0.17
48,Alberta,Alberta,2021-01-23,3,2021,1,121013,3925,2663.66,1672,115,36.8,86.39,2.53,9284,246,204.35,5.41,560.71,12.34,16.43,0.36
47,Saskatchewan,Saskatchewan,2021-01-23,3,2021,1,21917,1932,1834.36,250,38,20.92,161.7,3.18,4110,59,343.99,4.94,276,23.1,5.43,0.45
46,Manitoba,Manitoba,2021-01-23,3,2021,1,28476,1154,2020.69,797,36,56.56,81.89,2.55,2310,64,163.92,4.54,164.86,11.7,5.14,0.36
35,Ontario,Ontario,2021-01-23,3,2021,1,256636,16416,1698.52,6076,432,40.21,108.65,2.86,37801,800,250.18,5.29,2345.14,15.52,61.71,0.41
24,Quebec,Québec,2021-01-23,3,2021,1,246131,10511,2830.5,9046,364,104.03,120.88,4.19,24572,731,282.58,8.41,1501.57,17.27,52,0.6
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-23,3,2021,1,398,3,75.67,4,0,0.76,0.57,0,6,0,1.14,0,0.43,0.08,0,0
13,New Brunswick,Nouveau-Brunswick,2021-01-23,3,2021,1,1104,193,135.95,13,1,1.6,23.77,0.12,339,4,41.75,0.49,27.57,3.4,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,2021-01-23,3,2021,1,1567,17,153.67,65,0,6.37,1.67,0,42,0,4.12,0,2.41,0.24,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-23,3,2021,1,110,3,64.45,0,0,0,1.76,0,10,0,5.86,0,0.43,0.25,0,0
60,Yukon,Yukon,2021-01-23,3,2021,1,70,0,159.86,1,0,2.28,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-23,3,2021,1,30,3,65.78,0,0,0,6.58,0,6,0,13.16,0,0.47,1.03,0,0
62,Nunavut,Nunavut,2021-01-23,3,2021,1,275,9,678.58,1,0,2.47,22.21,0,9,0,22.21,0,1.31,3.22,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-01-23,3,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-01-23,3,2021,,741751,37476,1905.35,19053,1050,48.94,96.27,2.7,85330,2033,219.19,5.22,5353.71,13.75,150,0.39
59,British Columbia,Colombie-Britannique,2021-01-30,4,2021,1,67187,3176,1263.07,1189,61,22.35,59.71,1.15,6486,125,121.93,2.35,453.71,8.53,8.71,0.16
48,Alberta,Alberta,2021-01-30,4,2021,1,124049,3036,2730.49,1744,72,38.39,66.83,1.58,6961,187,153.22,4.12,433.71,9.55,10.29,0.23
47,Saskatchewan,Saskatchewan,2021-01-30,4,2021,1,23626,1709,1977.4,300,50,25.11,143.04,4.18,3641,88,304.74,7.37,244.14,20.43,7.14,0.6
46,Manitoba,Manitoba,2021-01-30,4,2021,1,29446,970,2089.52,825,28,58.54,68.83,1.99,2124,64,150.72,4.54,138.57,9.83,4,0.28
35,Ontario,Ontario,2021-01-30,4,2021,1,269410,12774,1783.06,6449,373,42.68,84.54,2.47,29190,805,193.19,5.33,1824.86,12.08,53.29,0.35
24,Quebec,Québec,2021-01-30,4,2021,1,254885,8754,2931.18,9313,267,107.1,100.67,3.07,19265,631,221.55,7.26,1250.57,14.38,38.14,0.44
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-01-30,4,2021,1,408,10,77.57,4,0,0.76,1.9,0,13,0,2.47,0,1.43,0.27,0,0
13,New Brunswick,Nouveau-Brunswick,2021-01-30,4,2021,1,1230,126,151.47,18,5,2.22,15.52,0.62,319,6,39.28,0.74,18,2.22,0.71,0.09
12,Nova Scotia,Nouvelle-Écosse,2021-01-30,4,2021,1,1578,11,154.75,65,0,6.37,1.08,0,28,0,2.75,0,1.59,0.16,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-01-30,4,2021,1,112,2,65.62,0,0,0,1.17,0,5,0,2.93,0,0.24,0.14,0,0
60,Yukon,Yukon,2021-01-30,4,2021,1,70,0,159.86,1,0,2.28,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-01-30,4,2021,1,31,1,67.98,0,0,0,2.19,0,4,0,8.77,0,0.12,0.27,0,0
62,Nunavut,Nunavut,2021-01-30,4,2021,1,289,14,713.12,1,0,2.47,34.55,0,23,0,56.75,0,1.96,4.83,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-01-30,4,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-01-30,4,2021,,772334,30583,1983.91,19909,856,51.14,78.56,2.2,68059,1906,174.82,4.9,4369,11.22,122.29,0.31
59,British Columbia,Colombie-Britannique,2021-02-06,5,2021,1,70144,2957,1318.66,1246,57,23.42,55.59,1.07,6133,118,115.3,2.22,422.43,7.94,8.14,0.15
48,Alberta,Alberta,2021-02-06,5,2021,1,126646,2597,2787.65,1802,58,39.66,57.16,1.28,5633,130,123.99,2.86,371,8.17,8.29,0.18
47,Saskatchewan,Saskatchewan,2021-02-06,5,2021,1,25209,1583,2109.89,336,36,28.12,132.49,3.01,3292,86,275.53,7.2,226.14,18.93,5.14,0.43
46,Manitoba,Manitoba,2021-02-06,5,2021,1,30158,712,2140.04,842,17,59.75,50.52,1.21,1682,45,119.36,3.19,101.71,7.22,2.43,0.17
35,Ontario,Ontario,2021-02-06,5,2021,1,279192,9782,1847.8,6711,262,44.42,64.74,1.73,22556,635,149.28,4.2,1397.43,9.25,37.43,0.25
24,Quebec,Québec,2021-02-06,5,2021,1,262303,7418,3016.48,9526,213,109.55,85.31,2.45,16172,480,185.98,5.52,1059.71,12.19,30.43,0.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-06,5,2021,1,415,7,78.9,4,0,0.76,1.33,0,17,0,3.23,0,1,0.19,0,0
13,New Brunswick,Nouveau-Brunswick,2021-02-06,5,2021,1,1337,107,164.64,20,2,2.46,13.18,0.25,233,7,28.69,0.86,15.29,1.88,0.29,0.04
12,Nova Scotia,Nouvelle-Écosse,2021-02-06,5,2021,1,1585,6,155.43,65,0,6.37,0.59,0,17,0,1.67,0,0.92,0.09,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-06,5,2021,1,114,2,66.79,0,0,0,1.17,0,4,0,2.34,0,0.27,0.16,0,0
60,Yukon,Yukon,2021-02-06,5,2021,1,70,0,159.86,1,0,2.28,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-06,5,2021,1,32,1,70.17,0,0,0,2.19,0,2,0,4.39,0,0.1,0.22,0,0
62,Nunavut,Nunavut,2021-02-06,5,2021,1,297,8,732.86,1,0,2.47,19.74,0,22,0,54.29,0,1.14,2.82,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-02-06,5,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-02-06,5,2021,,797515,25180,2048.59,20554,645,52.8,64.68,1.66,55763,1501,143.24,3.86,3597.14,9.24,92.14,0.24
59,British Columbia,Colombie-Britannique,2021-02-13,6,2021,1,73202,3058,1376.15,1298,52,24.4,57.49,0.98,6015,109,113.08,2.05,436.86,8.21,7.43,0.14
48,Alberta,Alberta,2021-02-13,6,2021,1,128722,2076,2833.34,1854,52,40.81,45.7,1.14,4673,110,102.86,2.42,296.57,6.53,7.43,0.16
47,Saskatchewan,Saskatchewan,2021-02-13,6,2021,1,26389,1180,2208.65,354,18,29.63,98.76,1.51,2763,54,231.25,4.52,168.57,14.11,2.57,0.22
46,Manitoba,Manitoba,2021-02-13,6,2021,1,30687,529,2177.58,866,24,61.45,37.54,1.7,1241,41,88.06,2.91,75.57,5.36,3.43,0.24
35,Ontario,Ontario,2021-02-13,6,2021,1,287093,7901,1900.09,6881,170,45.54,52.29,1.13,17683,432,117.03,2.86,1128.71,7.47,24.29,0.16
24,Quebec,Québec,2021-02-13,6,2021,1,268785,6482,3091.03,9685,159,111.38,74.54,1.83,13900,372,159.85,4.28,926,10.65,22.71,0.26
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-13,6,2021,1,686,271,130.43,4,0,0.76,51.52,0,278,0,52.85,0,38.71,7.36,0,0
13,New Brunswick,Nouveau-Brunswick,2021-02-13,6,2021,1,1398,61,172.15,22,2,2.71,7.51,0.25,168,4,20.69,0.49,8.71,1.07,0.29,0.04
12,Nova Scotia,Nouvelle-Écosse,2021-02-13,6,2021,1,1592,7,156.12,65,0,6.37,0.69,0,13,0,1.27,0,1.02,0.1,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-13,6,2021,1,114,0,66.79,0,0,0,0,0,2,0,1.17,0,0.06,0.04,0,0
60,Yukon,Yukon,2021-02-13,6,2021,1,71,1,162.14,1,0,2.28,2.28,0,1,0,2.28,0,0.1,0.22,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-13,6,2021,1,36,5,78.94,0,0,0,10.96,0,6,0,13.16,0,0.65,1.43,0,0
62,Nunavut,Nunavut,2021-02-13,6,2021,1,313,16,772.34,1,0,2.47,39.48,0,24,0,59.22,0,2.27,5.59,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-02-13,6,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-02-13,6,2021,,819101,21587,2104.04,21031,477,54.02,55.45,1.23,46767,1122,120.13,2.88,3083.86,7.92,68.14,0.18
59,British Columbia,Colombie-Britannique,2021-02-20,7,2021,1,76339,3137,1435.13,1327,29,24.95,58.97,0.55,6195,81,116.46,1.52,448.14,8.42,4.14,0.08
48,Alberta,Alberta,2021-02-20,7,2021,1,130974,2252,2882.91,1880,26,41.38,49.57,0.57,4328,78,95.27,1.72,321.71,7.08,3.71,0.08
47,Saskatchewan,Saskatchewan,2021-02-20,7,2021,1,27438,1049,2296.45,368,14,30.8,87.8,1.17,2229,32,186.56,2.68,149.86,12.54,2,0.17
46,Manitoba,Manitoba,2021-02-20,7,2021,1,31329,642,2223.14,882,16,62.59,45.56,1.14,1171,40,83.1,2.84,91.71,6.51,2.29,0.16
35,Ontario,Ontario,2021-02-20,7,2021,1,294555,7462,1949.48,7032,151,46.54,49.39,1,15363,321,101.68,2.12,1066,7.06,21.57,0.14
24,Quebec,Québec,2021-02-20,7,2021,1,274137,5352,3152.57,9786,101,112.54,61.55,1.16,11834,260,136.09,2.99,764.57,8.79,14.43,0.17
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-20,7,2021,1,901,215,171.3,4,0,0.76,40.88,0,486,0,92.4,0,30.71,5.84,0.06,0.01
13,New Brunswick,Nouveau-Brunswick,2021-02-20,7,2021,1,1420,22,174.86,24,2,2.96,2.71,0.25,83,4,10.22,0.49,3.14,0.39,0.29,0.04
12,Nova Scotia,Nouvelle-Écosse,2021-02-20,7,2021,1,1605,14,157.4,65,0,6.37,1.37,0,21,0,2.06,0,1.96,0.19,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-20,7,2021,1,115,1,67.37,0,0,0,0.59,0,1,0,0.59,0,0.08,0.05,0,0
60,Yukon,Yukon,2021-02-20,7,2021,1,72,1,164.42,1,0,2.28,2.28,0,2,0,4.57,0,0.19,0.43,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-20,7,2021,1,41,5,89.9,0,0,0,10.96,0,10,0,21.93,0,0.65,1.43,0,0
62,Nunavut,Nunavut,2021-02-20,7,2021,1,339,26,836.5,1,0,2.47,64.16,0,42,0,103.64,0,3.76,9.27,0,0
99,Repatriated travellers,Voyageurs rapatriés,2021-02-20,7,2021,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2021-02-20,7,2021,,839278,20178,2155.87,21370,339,54.89,51.83,0.87,41765,816,107.28,2.1,2882.57,7.4,48.43,0.12
59,British Columbia,Colombie-Britannique,2021-02-27,8,2021,1,79909,3570,1502.24,1355,28,25.47,67.11,0.53,6707,57,126.09,1.07,510,9.59,4,0.08
48,Alberta,Alberta,2021-02-27,8,2021,1,133417,2443,2936.69,1905,25,41.93,53.77,0.55,4695,51,103.34,1.12,349,7.68,3.57,0.08
47,Saskatchewan,Saskatchewan,2021-02-27,8,2021,1,28506,1068,2385.83,385,17,32.22,89.39,1.42,2117,31,177.18,2.59,152.57,12.77,2.43,0.2
46,Manitoba,Manitoba,2021-02-27,8,2021,1,31809,480,2257.2,893,11,63.37,34.06,0.78,1122,27,79.62,1.92,68.57,4.87,1.57,0.11
35,Ontario,Ontario,2021-02-27,8,2021,1,302237,7682,2000.32,7129,97,47.18,50.84,0.64,15144,248,100.23,1.64,1097.43,7.26,13.86,0.09
24,Quebec,Québec,2021-02-27,8,2021,1,279519,5382,3214.47,9858,72,113.37,61.89,0.83,10734,173,123.44,1.99,768.86,8.84,10.29,0.12
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2021-02-27,8,2021,1,980,79,186.32,5,1,0.95,15.02,0.19,294,1,55.9,0.19,11.29,2.15,0.14,0.03
13,New Brunswick,Nouveau-Brunswick,2021-02-27,8,2021,1,1430,10,176.1,26,2,3.2,1.23,0.25,32,4,3.94,0.49,1.43,0.18,0.29,0.04
12,Nova Scotia,Nouvelle-Écosse,2021-02-27,8,2021,1,1633,27,160.14,65,0,6.37,2.65,0,41,0,4.02,0,3.92,0.38,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2021-02-27,8,2021,1,127,12,74.4,0,0,0,7.03,0,13,0,7.62,0,1.78,1.04,0,0
60,Yukon,Yukon,2021-02-27,8,2021,1,72,0,164.42,1,0,2.28,0,0,1,0,2.28,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2021-02-27,8,2021,1,42,1,92.1,0,0,0,2.19,0,6,0,13.16,0,0.16,0.36,0,0
